295416901943828481	RT if you are older than 9 #bigwet #getinvolved aged	4	2	1	47	9	2	0
295457192436441088	#qldfloods lmao. Whoever put those things were clever as fuck. Lol. I laughed so hard all over again. http://t.co/LQC0G2Ug acronym LOL Internet_slang covering clothing consumer_goods matter material materialism cagey sexual_intercourse fuck word express_emotion laugh hard	5	3	1	122	22	1	0
293925403238748161	#QLD  Police: #bigwet Bruce H'Way near Mobil Service Station &amp; Butler St, Tully... http://t.co/pNxFvjoC Australian_state Queensland force police law_enforcement_agency civil_service organization comic_strip Beyond_the_Black_Stump_(comic_strip) condition way work service good station service_station facility station servant butler manservant menial domestic	12	1	0	107	18	2	1
297106476630155264	RT @ACPMH: Check out @beyondblue looking after yourself and your family after a disaster booklet http://t.co/zjeViQTr  #bigwet #qldflood ... bill_of_exchange cheque document look look_out look_after social_unit household family Agent_(economics) adversity catastrophe book brochure document document text document prose document advertising	10	2	1	140	21	2	1
295737736831324161	HANDY list of contacts and numbers. Have a look and write down any that you may need. http://t.co/g2j1ItC7 #bigwet #bnefloods investigation count notation System 1 beat triple information look-alike quadruple orthography interaction contact amount number visage facial_expression tone radius_vector create_verbally compose write get_down necessitate	7	6	1	125	23	2	1
295561328611958784	http://t.co/Wa22BVvy  #bigwet I hate everything of you! The reason why do I accept you?! dislike detest rational_motive reason judge accept	4	3	4	88	17	1	0
296687998337159169	RT @909SeaFM: Mayor Tom Tate to open Community Recovery Centre to help residents affected by #bigwet, at Broadbeach this morning. #news  ... politician mayor civil_authority official statesman position public_official officer Negro Uncle_Tom character open Commons-based_peer_production gathering community organization city advance recovery exploit avail periodic_event migration animal_migration alter bear_on info news broadcasting communication	15	3	0	140	21	2	1
295695969964658688	RT @clubwah: Will people of Queensland remember Abbott didn't want a levy to help pay for the last floods/storms.? What will he pledge i ... group people social_group commemorate be want charge levy provide serve be pay interact invite member pledge	9	8	2	140	26	0	1
295761644376694784	http://t.co/3pPq3bG1 I'm wondering if this type of works --  #SAGAwards #bigwet query enquire kind type learning study	6	3	1	79	14	2	0
295612754973323264	Telstra phone services cut at Rockhampton, Cairns, Gladstone, Mt Isa, Mareeba, Townsville. 000 coverage is also down in these areas #bigwet company Telstra Public_company service Internet_service_provider Internet_access product electronic_equipment telephone medium device set peripheral public_utility telephone_company Communications_service_provider computer host computer_network program peripheral disunite cut City Rockhampton Local_government_area City Cairns artificial_intelligence machine_translation computational_linguistics language linguistics software rendering text translation_studies natural_language City Mount_Isa Is-a town Mareeba City Townsville amount coverage region area physical_quantity definite_integral quantity	13	2	0	139	21	1	1
295704362779549696	RT @alice_r0se: So glad we went to Queensland at the start of the month and not now! Stay safe you beautiful queenslanders 😘 #qldfloods glad Australian_state Queensland beginning start period month unit_of_time act stay safe beautiful architecture Queenslander_(architecture)	8	3	2	138	23	1	1
295742388343828480	St Rita's College at Clayfield will operate as usual, with school already scheduled to start on Wednesday. #bigwet human Rita_of_Cascia veneration body college suburb Clayfield,_Queensland direct operate as_usual usual educational_institution school building institution plan schedule commence weekday Wednesday day_of_the_week	8	4	0	114	19	1	1
295854887948926976	Praying for the people in the Queensland stay safe everyone xxxx &lt;3 #qldfloods :( commune pray group people social_group Australian_state Queensland be remain safe trademark Castlemaine_XXXX A-merk castle Markenartikel	7	2	0	84	14	1	1
296245897732444160	RT @petsarefound: LOST – Two Chickens – Seven Hills, #Brisbane #QLD http://t.co/CkeADppR via @PetsAreFound #qldfloods Pls RT Serial_(radio_and_television) Lost_(TV_series) television_program Chickens_(TV_series) film The_Hills_Have_Eyes_(2006_film) remake horror_film Film_score state_capital Brisbane city_with_millions_of_inhabitants City provincial_capital Australian_state Queensland	13	2	0	128	18	3	0
295751980717051904	Bless all the emergency workers,volunteers exhausted in Brisbane and QLD. I would like my power back... But I've got LOTS of books. #bigwet crisis emergency organization emergency_service person worker association Volunteering philosophy tire_out beat state_capital Brisbane city_with_millions_of_inhabitants City provincial_capital Australian_state Queensland want care spiritual_being deity being country got large_indefinite_amount lot publication book work collectable medium set	10	6	2	139	25	1	1
295441136632332288	http://t.co/agcVoY1H Lol - He published every thing  #qldfloods make print	5	1	1	63	10	1	0
295552516383465472	#bigwet http://t.co/BybPZ2X8 hello this might be me audrey I love your individual music its just about all !!!! like enjoy case-by-case auditory_communication music art entertainment acoustic_wave just about	3	4	2	111	20	1	0
295518999687606272	http://t.co/Oqw8t4qk  #bigwet Can this be for real real	2	3	0	50	10	1	0
296298095862505472	@Ludacris can we plz take a minute to pray for the families affected by the floods in Australia conurbation Luda song rapper human actor album Take_a_Minute time moment commune pray social_group family clan person people alter affect geological_phenomenon flood hydrology rain natural_disaster river water phenomenon flood Floods_in_Australia country Australia nation Dominion Commonwealth_realm	5	4	1	95	18	0	1
298311265317707776	Looking forward to joining the insurance industry meeting with Queensland Treasurer tomorrow, to explain the industry response to floods. look forrard join protection insurance principle risk_management protection insurance principle risk_management business industry production come_across meet_with Australian_state Queensland money_dealer treasurer profession album Whiplash_(album) inform explain business industry production outcome response geological_phenomenon flood hydrology rain natural_disaster river water phenomenon	9	3	0	137	19	0	0
295661283049623555	Pygmy whales washed up in huge swells http://t.co/gt1wgSn9 @abcnews #bigwet small_person pygmy large_person giant serve rinse freshen wash_up huge wave swell wave	7	1	0	75	13	1	1
295485311054655488	#qldfloods You just need love. http://t.co/rUvGT4Jb just be want emotion love stock_character	3	1	1	51	9	1	0
295018027815165952	Yeaa buddy #straya #sausagerolls #triplej #hottest100 #brisbane #bigwet #bbq  #australiaday #nofilter http://t.co/TWrVSIfp friend buddy stock_character stereotype literary_character terminology Order_of_Canada theatrical_character country Australia nation Dominion Commonwealth_realm Triple_J_Hottest_100 state_capital Brisbane city_with_millions_of_inhabitants City provincial_capital dish barbecue method_(computer_programming)	20	1	0	122	15	9	0
295341916160139264	RT @abcwidebay: Sunshine Coast Airport has been closed today. All flights in and out are cancelled due to strong winds #QLD #bigwet light sunlight Frequency_spectrum urban_area Sunshine_Coast aerodrome Sunshine_Coast_Airport shore coast landform area airfield aerodrome location place alter terminate present today aviation flight scrub forceful weather wind atmosphere Earth climate nature motion flow rapper Australian_state Queensland	11	5	0	131	22	2	1
295673287172829184	RT @newscomauHQ: Evacuation centres now set up in the Lockyer Valley. Mayor Jones says creek floodwaters higher than in 2011. #bigwet ht ... removal emptying displace place open set_up valley Lockyer_Valley depression valley Geographical_feature landform politician mayor civil_authority official statesman position public_official officer utter say stream brook geological_phenomenon flood hydrology rain natural_disaster river water phenomenon higher	10	3	0	140	22	1	1
295874102034591744	#SuryaRay #Surya Australia floods: 'We will get through this,' says Queensland Premier - Telegraph.co.... http://t.co/dZUk1rau @suryaray country Australia nation Dominion Commonwealth_realm flood Floods_in_Australia geological_phenomenon flood hydrology rain natural_disaster river water phenomenon reach come_through utter say Australian_state Queensland statesman Premier_of_Queensland chancellor Premier_(Canada) statesman	8	3	1	136	19	2	1
295359003763040256	RT @QPSmedia: Bundaberg North residents please evacuate immediately to Civic Centre, N Bundaberg SS or friends &amp; relatives #bigwet dweller occupant empty evacuate forthwith center civic_center building police Schutzstaffel paramilitary organization railway_station Haymarket_(MBTA_station) metro_station person relative	15	1	0	134	19	1	1
296143556727435264	Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/lJhGxNLK health_facility hospital institution health_facility case patient diseased_person medicine disease health physician Cognitive_linguistics run_away flee grow prove geological_phenomenon flood hydrology rain natural_disaster river water phenomenon television_season House_(season_1) episode Series_finale season flood flash_flood fill deluge country Australia nation Dominion Commonwealth_realm torrential water rain precipitation weather compel pressure fundamental_measure mass physical_property scalar extensive_physical_property	7	5	0	136	21	0	1
295534384386285568	#bigwet http://t.co/bYPxlmjb every one of the i wanna do is in fact accept you, las Vegas Dui Attorney turning it into thus challenging? information fact acquire accept album Ciara_(album) professional lawyer profession legal_profession jurist person acquire turn contend challenge	7	5	3	136	26	1	0
295524066411036675	27/23:14 EST Flood Warning - Fitzroy River (QLD) http://t.co/Pcu4VnvJ geological_phenomenon flood hydrology rain natural_disaster river water phenomenon hydrology Flood_warning inform warn river Fitzroy_River_(Queensland) stream river Australian_state Queensland	7	0	0	69	13	0	1
